avg_reward -0.28637310986824305 loss 0
avg_reward -0.2581002553787501 loss 0
avg_reward 0.12595524993576482 loss 0
avg_reward 0.17129045290505152 loss 0
avg_reward 0.1485604555655178 loss 0
avg_reward 0.37412768170716865 loss 0
avg_reward 0.05907896311539046 loss 0
avg_reward 0.05672516397892893 loss 0
avg_reward 0.09218782353439327 loss 0
avg_reward 0.13701612037929548 loss 0
avg_reward 0.05261313314713581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward 0.03966183155262002 loss tensor(0.0695, grad_fn=<MeanBackward0>)
avg_reward -0.07091998042637482 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward 0.13097926097873047 loss tensor(0.0850, grad_fn=<MeanBackward0>)
avg_reward -0.025679412244807142 loss tensor(0.0789, grad_fn=<MeanBackward0>)
avg_reward -0.14287834617694684 loss tensor(0.0666, grad_fn=<MeanBackward0>)
avg_reward 0.07184698212329127 loss tensor(0.0820, grad_fn=<MeanBackward0>)
avg_reward -0.2115953014311109 loss tensor(0.0941, grad_fn=<MeanBackward0>)
avg_reward 0.032037277055905033 loss tensor(0.0606, grad_fn=<MeanBackward0>)
avg_reward 0.1056840390011788 loss tensor(0.0938, grad_fn=<MeanBackward0>)
avg_reward 0.1688150065664998 loss tensor(0.0839, grad_fn=<MeanBackward0>)
avg_reward -0.0037604979092012436 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward 0.18819057542017142 loss tensor(0.0562, grad_fn=<MeanBackward0>)
avg_reward 0.10326469789389997 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward 0.02524635438707934 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward -0.08558182844204644 loss tensor(0.0884, grad_fn=<MeanBackward0>)
avg_reward -0.17409092505953527 loss tensor(0.0629, grad_fn=<MeanBackward0>)
avg_reward 0.20776703838967692 loss tensor(0.1015, grad_fn=<MeanBackward0>)
avg_reward -0.1005054163415097 loss tensor(0.0754, grad_fn=<MeanBackward0>)
avg_reward 0.020278887225402286 loss tensor(0.1074, grad_fn=<MeanBackward0>)
avg_reward -0.23394745190677857 loss tensor(0.0910, grad_fn=<MeanBackward0>)
avg_reward 0.061218248111899375 loss tensor(0.1184, grad_fn=<MeanBackward0>)
avg_reward 0.15729334033576456 loss tensor(0.0970, grad_fn=<MeanBackward0>)
avg_reward 0.05591702695228753 loss tensor(0.0897, grad_fn=<MeanBackward0>)
avg_reward 0.12018611244700748 loss tensor(0.0884, grad_fn=<MeanBackward0>)
avg_reward -0.3319426429566058 loss tensor(0.0978, grad_fn=<MeanBackward0>)
avg_reward 0.0034446630810381416 loss tensor(0.0851, grad_fn=<MeanBackward0>)
avg_reward 0.08671998584108692 loss tensor(0.0694, grad_fn=<MeanBackward0>)
avg_reward 0.0864754276895626 loss tensor(0.0762, grad_fn=<MeanBackward0>)
avg_reward -0.14376064586857512 loss tensor(0.0768, grad_fn=<MeanBackward0>)
avg_reward -0.06108317920428373 loss tensor(0.0837, grad_fn=<MeanBackward0>)
avg_reward 0.08853815664951487 loss tensor(0.0570, grad_fn=<MeanBackward0>)
avg_reward -0.07863933512965453 loss tensor(0.0620, grad_fn=<MeanBackward0>)
avg_reward 0.4181196238824488 loss tensor(0.0647, grad_fn=<MeanBackward0>)
avg_reward -0.38840637980011844 loss tensor(0.0862, grad_fn=<MeanBackward0>)
avg_reward 0.14325127835362125 loss tensor(0.1150, grad_fn=<MeanBackward0>)
avg_reward -0.04537775538462947 loss tensor(0.0946, grad_fn=<MeanBackward0>)
avg_reward -0.05381676314984821 loss tensor(0.0686, grad_fn=<MeanBackward0>)
avg_reward -0.011476589818270719 loss tensor(0.0928, grad_fn=<MeanBackward0>)
avg_reward -0.43954912177583266 loss tensor(0.0735, grad_fn=<MeanBackward0>)
avg_reward -0.01649179450890859 loss tensor(0.1094, grad_fn=<MeanBackward0>)
avg_reward -0.002847938405399456 loss tensor(0.1026, grad_fn=<MeanBackward0>)
avg_reward 0.19800992832045533 loss tensor(0.0614, grad_fn=<MeanBackward0>)
avg_reward -0.18546081032005762 loss tensor(0.0639, grad_fn=<MeanBackward0>)
avg_reward -0.18025428350428244 loss tensor(0.0678, grad_fn=<MeanBackward0>)
avg_reward 0.05257158344186126 loss tensor(0.0779, grad_fn=<MeanBackward0>)
avg_reward -0.07318611884624661 loss tensor(0.0943, grad_fn=<MeanBackward0>)
avg_reward 0.13964682961642502 loss tensor(0.0860, grad_fn=<MeanBackward0>)
avg_reward -0.022180428541442407 loss tensor(0.0877, grad_fn=<MeanBackward0>)
avg_reward -0.008720880887634279 loss tensor(0.0811, grad_fn=<MeanBackward0>)
avg_reward -0.1900004081288865 loss tensor(0.0924, grad_fn=<MeanBackward0>)
avg_reward 0.1844937869025717 loss tensor(0.1119, grad_fn=<MeanBackward0>)
avg_reward 0.05026435145610135 loss tensor(0.0787, grad_fn=<MeanBackward0>)
avg_reward -0.15887393463812874 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.07675298715874708 loss tensor(0.0785, grad_fn=<MeanBackward0>)
avg_reward 0.21864538975029327 loss tensor(0.0534, grad_fn=<MeanBackward0>)
avg_reward -0.0017090228941851716 loss tensor(0.0824, grad_fn=<MeanBackward0>)
avg_reward 0.07582427220769418 loss tensor(0.0923, grad_fn=<MeanBackward0>)
avg_reward 0.1193333825788299 loss tensor(0.0761, grad_fn=<MeanBackward0>)
avg_reward -0.06468153205739537 loss tensor(0.0983, grad_fn=<MeanBackward0>)
avg_reward 0.02550673595012907 loss tensor(0.1257, grad_fn=<MeanBackward0>)
avg_reward 0.15143508608635078 loss tensor(0.1019, grad_fn=<MeanBackward0>)
avg_reward -0.2469432452154232 loss tensor(0.0742, grad_fn=<MeanBackward0>)
avg_reward -0.1960011286795077 loss tensor(0.0625, grad_fn=<MeanBackward0>)
avg_reward 0.36219428049978125 loss tensor(0.0836, grad_fn=<MeanBackward0>)
avg_reward -0.04469637645390148 loss tensor(0.0699, grad_fn=<MeanBackward0>)
avg_reward -0.2805572595790569 loss tensor(0.0786, grad_fn=<MeanBackward0>)
avg_reward -0.10956599268713946 loss tensor(0.0922, grad_fn=<MeanBackward0>)
avg_reward -0.08108960323675643 loss tensor(0.0928, grad_fn=<MeanBackward0>)
avg_reward -0.11756344288766257 loss tensor(0.0698, grad_fn=<MeanBackward0>)
avg_reward -0.0911858221378739 loss tensor(0.0940, grad_fn=<MeanBackward0>)
avg_reward -0.4379431465165719 loss tensor(0.0846, grad_fn=<MeanBackward0>)
avg_reward -0.012517386732276346 loss tensor(0.0881, grad_fn=<MeanBackward0>)
avg_reward -0.15677276399407314 loss tensor(0.0774, grad_fn=<MeanBackward0>)
avg_reward 0.03560410365942745 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward 0.0868026070033628 loss tensor(0.0636, grad_fn=<MeanBackward0>)
avg_reward 0.051373250021528635 loss tensor(0.0828, grad_fn=<MeanBackward0>)
avg_reward 0.023901307296658875 loss tensor(0.0754, grad_fn=<MeanBackward0>)
avg_reward 0.25119376756282913 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward -0.022207008915320795 loss tensor(0.1168, grad_fn=<MeanBackward0>)
avg_reward -0.07853991227254863 loss tensor(0.0942, grad_fn=<MeanBackward0>)
avg_reward -0.17955289010676814 loss tensor(0.0872, grad_fn=<MeanBackward0>)
avg_reward 0.06141779075243768 loss tensor(0.0591, grad_fn=<MeanBackward0>)
avg_reward -0.045705694602758695 loss tensor(0.0657, grad_fn=<MeanBackward0>)
avg_reward -0.09309525990683812 loss tensor(0.0827, grad_fn=<MeanBackward0>)
avg_reward -0.1935414269536141 loss tensor(0.0819, grad_fn=<MeanBackward0>)
avg_reward -0.07728279368948407 loss tensor(0.0680, grad_fn=<MeanBackward0>)
avg_reward 0.05195682501925816 loss tensor(0.0624, grad_fn=<MeanBackward0>)
avg_reward 0.20445412103226823 loss tensor(0.0716, grad_fn=<MeanBackward0>)
avg_reward 0.08470896781795663 loss tensor(0.0788, grad_fn=<MeanBackward0>)
avg_reward -0.11343984424960729 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward -0.06999553794712941 loss tensor(0.0730, grad_fn=<MeanBackward0>)
avg_reward -0.004246269689621095 loss tensor(0.0668, grad_fn=<MeanBackward0>)
avg_reward 0.07852809887592306 loss tensor(0.0743, grad_fn=<MeanBackward0>)
avg_reward -0.12637959702919507 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward 0.019527154979171638 loss tensor(0.0804, grad_fn=<MeanBackward0>)
avg_reward 0.054042541639955755 loss tensor(0.0803, grad_fn=<MeanBackward0>)
avg_reward 0.036062724161788476 loss tensor(0.1099, grad_fn=<MeanBackward0>)
avg_reward -0.10895718305272531 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward -0.038924147962280206 loss tensor(0.0738, grad_fn=<MeanBackward0>)
avg_reward -0.0859364207539682 loss tensor(0.0514, grad_fn=<MeanBackward0>)
avg_reward -0.06601982929849062 loss tensor(0.0804, grad_fn=<MeanBackward0>)
avg_reward 0.011415222143890711 loss tensor(0.0712, grad_fn=<MeanBackward0>)
avg_reward -0.03153219532272929 loss tensor(0.0573, grad_fn=<MeanBackward0>)
avg_reward 0.16000060638878788 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward -0.022437726785769812 loss tensor(0.1290, grad_fn=<MeanBackward0>)
avg_reward 0.0668028661155719 loss tensor(0.0665, grad_fn=<MeanBackward0>)
avg_reward -0.018709907876815927 loss tensor(0.0736, grad_fn=<MeanBackward0>)
avg_reward -0.06333111354741248 loss tensor(0.0906, grad_fn=<MeanBackward0>)
avg_reward -0.028284467692495385 loss tensor(0.0928, grad_fn=<MeanBackward0>)
avg_reward 0.04467718396220634 loss tensor(0.0799, grad_fn=<MeanBackward0>)
avg_reward 0.07025011397943175 loss tensor(0.0597, grad_fn=<MeanBackward0>)
avg_reward 0.0033654906180369615 loss tensor(0.0794, grad_fn=<MeanBackward0>)
avg_reward -0.03198335928413657 loss tensor(0.0638, grad_fn=<MeanBackward0>)
avg_reward 0.25497692273350425 loss tensor(0.0848, grad_fn=<MeanBackward0>)
avg_reward 0.015923047158263516 loss tensor(0.0652, grad_fn=<MeanBackward0>)
avg_reward 0.03937465857479085 loss tensor(0.0735, grad_fn=<MeanBackward0>)
avg_reward -0.09287673488225139 loss tensor(0.0976, grad_fn=<MeanBackward0>)
avg_reward -0.08074775671652422 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward -0.00763130421817988 loss tensor(0.0716, grad_fn=<MeanBackward0>)
avg_reward -0.09544763555211927 loss tensor(0.0809, grad_fn=<MeanBackward0>)
avg_reward 0.4271735155124587 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward -0.02331833341298841 loss tensor(0.0617, grad_fn=<MeanBackward0>)
avg_reward 0.00646124214233071 loss tensor(0.0793, grad_fn=<MeanBackward0>)
avg_reward -0.12494526728551217 loss tensor(0.0905, grad_fn=<MeanBackward0>)
avg_reward -0.05647555514051664 loss tensor(0.0827, grad_fn=<MeanBackward0>)
avg_reward 0.06584371465717276 loss tensor(0.0841, grad_fn=<MeanBackward0>)
avg_reward 0.11157786923996696 loss tensor(0.1125, grad_fn=<MeanBackward0>)
avg_reward -0.08883925196394912 loss tensor(0.0863, grad_fn=<MeanBackward0>)
avg_reward 0.03684525391327797 loss tensor(0.0970, grad_fn=<MeanBackward0>)
avg_reward 0.10439961179594441 loss tensor(0.0857, grad_fn=<MeanBackward0>)
avg_reward -0.08276415269988929 loss tensor(0.0781, grad_fn=<MeanBackward0>)
avg_reward 0.18410298050477195 loss tensor(0.0810, grad_fn=<MeanBackward0>)
avg_reward 0.19074217432286114 loss tensor(0.0869, grad_fn=<MeanBackward0>)
avg_reward 0.08488393559203222 loss tensor(0.0633, grad_fn=<MeanBackward0>)
avg_reward -0.14466166776895326 loss tensor(0.0975, grad_fn=<MeanBackward0>)
avg_reward -0.0456887265939107 loss tensor(0.0617, grad_fn=<MeanBackward0>)
avg_reward 0.19014006916118725 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward -0.07925679316866092 loss tensor(0.0667, grad_fn=<MeanBackward0>)
avg_reward 0.07537888236456741 loss tensor(0.0645, grad_fn=<MeanBackward0>)
avg_reward -0.11292367433763005 loss tensor(0.0918, grad_fn=<MeanBackward0>)
avg_reward 0.01118212719400966 loss tensor(0.1208, grad_fn=<MeanBackward0>)
avg_reward -0.14889548770405003 loss tensor(0.1143, grad_fn=<MeanBackward0>)
avg_reward -0.08904631520868174 loss tensor(0.0867, grad_fn=<MeanBackward0>)
avg_reward 0.30163221279744257 loss tensor(0.0694, grad_fn=<MeanBackward0>)
avg_reward -0.02447593478683487 loss tensor(0.0724, grad_fn=<MeanBackward0>)
avg_reward -0.08986890816052957 loss tensor(0.0840, grad_fn=<MeanBackward0>)
avg_reward -0.11385505144855201 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward 0.09249031478875276 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward -0.17791104219011902 loss tensor(0.0723, grad_fn=<MeanBackward0>)
avg_reward -0.010234724157419767 loss tensor(0.0686, grad_fn=<MeanBackward0>)
avg_reward 0.09287903362911974 loss tensor(0.1071, grad_fn=<MeanBackward0>)
avg_reward 0.07462286999134342 loss tensor(0.0746, grad_fn=<MeanBackward0>)
avg_reward -0.0072259882619732626 loss tensor(0.0649, grad_fn=<MeanBackward0>)
avg_reward 0.030223669291231242 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward 0.2362672168582635 loss tensor(0.0778, grad_fn=<MeanBackward0>)
avg_reward -0.16004130885113274 loss tensor(0.0871, grad_fn=<MeanBackward0>)
avg_reward -0.013326865624728361 loss tensor(0.0565, grad_fn=<MeanBackward0>)
avg_reward 0.19165954587374032 loss tensor(0.0642, grad_fn=<MeanBackward0>)
avg_reward 0.2503524381552551 loss tensor(0.0618, grad_fn=<MeanBackward0>)
avg_reward 0.06291873675385093 loss tensor(0.0737, grad_fn=<MeanBackward0>)
avg_reward -0.11460260869271056 loss tensor(0.0929, grad_fn=<MeanBackward0>)
avg_reward 0.03342389637774832 loss tensor(0.0775, grad_fn=<MeanBackward0>)
avg_reward -0.10722739504361183 loss tensor(0.0663, grad_fn=<MeanBackward0>)
avg_reward 0.08463069481811936 loss tensor(0.0792, grad_fn=<MeanBackward0>)
avg_reward -0.3525513147349615 loss tensor(0.0662, grad_fn=<MeanBackward0>)
avg_reward 0.05123852015893405 loss tensor(0.0858, grad_fn=<MeanBackward0>)
avg_reward -0.03690998463391045 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward -0.003166910137391621 loss tensor(0.0731, grad_fn=<MeanBackward0>)
avg_reward 0.16005012714159197 loss tensor(0.0760, grad_fn=<MeanBackward0>)
avg_reward 0.14451597963894014 loss tensor(0.0833, grad_fn=<MeanBackward0>)
avg_reward 0.03525830917423501 loss tensor(0.0627, grad_fn=<MeanBackward0>)
avg_reward 0.25261191778192243 loss tensor(0.0769, grad_fn=<MeanBackward0>)
avg_reward 0.0638432934204745 loss tensor(0.0949, grad_fn=<MeanBackward0>)
avg_reward 0.018834605996357556 loss tensor(0.0636, grad_fn=<MeanBackward0>)
avg_reward 0.22234393893705579 loss tensor(0.0569, grad_fn=<MeanBackward0>)
avg_reward -0.17754289416141347 loss tensor(0.0773, grad_fn=<MeanBackward0>)
avg_reward 0.17121095687433102 loss tensor(0.0619, grad_fn=<MeanBackward0>)
avg_reward -0.17075666866998282 loss tensor(0.0992, grad_fn=<MeanBackward0>)
avg_reward -0.050329383641738536 loss tensor(0.0742, grad_fn=<MeanBackward0>)
avg_reward 0.11718372644719946 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward 0.14708393377413148 loss tensor(0.0738, grad_fn=<MeanBackward0>)
avg_reward 0.18738008691145938 loss tensor(0.1132, grad_fn=<MeanBackward0>)
avg_reward -0.24581475471767256 loss tensor(0.0751, grad_fn=<MeanBackward0>)
avg_reward 0.19944343244078475 loss tensor(0.0589, grad_fn=<MeanBackward0>)
avg_reward -0.25305147108455966 loss tensor(0.0721, grad_fn=<MeanBackward0>)
avg_reward 0.12299885079479937 loss tensor(0.0943, grad_fn=<MeanBackward0>)
avg_reward -0.2522093964606225 loss tensor(0.0847, grad_fn=<MeanBackward0>)
avg_reward 0.17811604955151916 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward -0.19668839025153126 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward 0.1814982394314687 loss tensor(0.0832, grad_fn=<MeanBackward0>)
avg_reward -0.047299756228902874 loss tensor(0.0593, grad_fn=<MeanBackward0>)
avg_reward -0.09878501909698477 loss tensor(0.0746, grad_fn=<MeanBackward0>)
avg_reward 0.23659184184980897 loss tensor(0.0586, grad_fn=<MeanBackward0>)
avg_reward -0.07222981462406816 loss tensor(0.0754, grad_fn=<MeanBackward0>)
avg_reward -0.013747174266082442 loss tensor(0.0712, grad_fn=<MeanBackward0>)
avg_reward -0.33547378503375486 loss tensor(0.0718, grad_fn=<MeanBackward0>)
avg_reward 0.016831837697051256 loss tensor(0.0932, grad_fn=<MeanBackward0>)
avg_reward -0.23006661995249064 loss tensor(0.0736, grad_fn=<MeanBackward0>)
avg_reward 0.3123269017836981 loss tensor(0.0719, grad_fn=<MeanBackward0>)
avg_reward 0.04622083445817176 loss tensor(0.0926, grad_fn=<MeanBackward0>)
avg_reward -0.1609634517781609 loss tensor(0.0814, grad_fn=<MeanBackward0>)
avg_reward 0.0648153016643959 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward -0.42688356218832957 loss tensor(0.0574, grad_fn=<MeanBackward0>)
avg_reward 0.10794091499884356 loss tensor(0.0740, grad_fn=<MeanBackward0>)
avg_reward -0.042252777985311366 loss tensor(0.0870, grad_fn=<MeanBackward0>)
avg_reward -0.11626745306109211 loss tensor(0.0849, grad_fn=<MeanBackward0>)
avg_reward -0.004401596167738949 loss tensor(0.0755, grad_fn=<MeanBackward0>)
avg_reward 0.18758953132554113 loss tensor(0.0811, grad_fn=<MeanBackward0>)
avg_reward -0.0017668973447627545 loss tensor(0.1017, grad_fn=<MeanBackward0>)
avg_reward 0.10233953610193841 loss tensor(0.0967, grad_fn=<MeanBackward0>)
avg_reward 0.2070652190141372 loss tensor(0.0700, grad_fn=<MeanBackward0>)
avg_reward -0.13961275625475048 loss tensor(0.0727, grad_fn=<MeanBackward0>)
avg_reward 0.13477433275916872 loss tensor(0.0674, grad_fn=<MeanBackward0>)
avg_reward -0.16702961764399532 loss tensor(0.0806, grad_fn=<MeanBackward0>)
avg_reward 0.06192387700402168 loss tensor(0.0680, grad_fn=<MeanBackward0>)
avg_reward -0.1271479773564924 loss tensor(0.0798, grad_fn=<MeanBackward0>)
avg_reward 0.08980642327444781 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward -0.2679226976999291 loss tensor(0.0996, grad_fn=<MeanBackward0>)
avg_reward 0.12367758648036781 loss tensor(0.0752, grad_fn=<MeanBackward0>)
avg_reward -0.13893273935561057 loss tensor(0.0765, grad_fn=<MeanBackward0>)
avg_reward -0.10304797378278005 loss tensor(0.0921, grad_fn=<MeanBackward0>)
avg_reward 0.4048787059693687 loss tensor(0.0854, grad_fn=<MeanBackward0>)
avg_reward -0.015305096744581866 loss tensor(0.0900, grad_fn=<MeanBackward0>)
avg_reward 0.07415971392100755 loss tensor(0.1041, grad_fn=<MeanBackward0>)
avg_reward 0.015778737717506656 loss tensor(0.0691, grad_fn=<MeanBackward0>)
avg_reward 0.20453233520148648 loss tensor(0.0882, grad_fn=<MeanBackward0>)
avg_reward -0.025981596741080155 loss tensor(0.0829, grad_fn=<MeanBackward0>)
avg_reward 0.15135880750003142 loss tensor(0.0855, grad_fn=<MeanBackward0>)
avg_reward 0.022033570835616252 loss tensor(0.0838, grad_fn=<MeanBackward0>)
avg_reward -0.17170768508603562 loss tensor(0.0894, grad_fn=<MeanBackward0>)
avg_reward 0.07089592297505282 loss tensor(0.0730, grad_fn=<MeanBackward0>)
avg_reward -0.12321895666811918 loss tensor(0.0660, grad_fn=<MeanBackward0>)
avg_reward 0.21465103538528893 loss tensor(0.0688, grad_fn=<MeanBackward0>)
avg_reward 0.25816426154618893 loss tensor(0.0997, grad_fn=<MeanBackward0>)
avg_reward 0.23785470825640187 loss tensor(0.0615, grad_fn=<MeanBackward0>)
avg_reward -0.1781560316691556 loss tensor(0.0888, grad_fn=<MeanBackward0>)
avg_reward 0.434048609157837 loss tensor(0.0680, grad_fn=<MeanBackward0>)
avg_reward 0.17793216456485308 loss tensor(0.0660, grad_fn=<MeanBackward0>)
avg_reward -0.05845055509524949 loss tensor(0.0855, grad_fn=<MeanBackward0>)
avg_reward 0.18140769438727222 loss tensor(0.0723, grad_fn=<MeanBackward0>)
avg_reward -0.1764038350053647 loss tensor(0.0795, grad_fn=<MeanBackward0>)
avg_reward 0.3033325251268343 loss tensor(0.0854, grad_fn=<MeanBackward0>)
avg_reward -0.0483986646417236 loss tensor(0.0889, grad_fn=<MeanBackward0>)
avg_reward 0.0015743052826406945 loss tensor(0.0881, grad_fn=<MeanBackward0>)
avg_reward -0.07019122981661086 loss tensor(0.0933, grad_fn=<MeanBackward0>)
avg_reward 0.3740397164507877 loss tensor(0.0924, grad_fn=<MeanBackward0>)
avg_reward 0.1714356774381657 loss tensor(0.0727, grad_fn=<MeanBackward0>)
avg_reward 0.0447563800232618 loss tensor(0.1124, grad_fn=<MeanBackward0>)
avg_reward 0.04281123246384007 loss tensor(0.0767, grad_fn=<MeanBackward0>)
avg_reward -0.1250919130151645 loss tensor(0.0896, grad_fn=<MeanBackward0>)
avg_reward 0.3566460972520851 loss tensor(0.0838, grad_fn=<MeanBackward0>)
avg_reward 0.12152273657773087 loss tensor(0.1003, grad_fn=<MeanBackward0>)
avg_reward 0.12164375685420914 loss tensor(0.0913, grad_fn=<MeanBackward0>)
avg_reward 0.08970997029636547 loss tensor(0.0830, grad_fn=<MeanBackward0>)
avg_reward 0.2528807819027936 loss tensor(0.0714, grad_fn=<MeanBackward0>)
avg_reward 0.1655045564734415 loss tensor(0.0647, grad_fn=<MeanBackward0>)
avg_reward -0.2736512859673621 loss tensor(0.0850, grad_fn=<MeanBackward0>)
avg_reward 0.06299053899453771 loss tensor(0.0912, grad_fn=<MeanBackward0>)
avg_reward 0.12298562359730295 loss tensor(0.0774, grad_fn=<MeanBackward0>)
avg_reward 0.08920939966537345 loss tensor(0.0829, grad_fn=<MeanBackward0>)
avg_reward 0.12160423526194453 loss tensor(0.0825, grad_fn=<MeanBackward0>)
avg_reward -0.10302097495193024 loss tensor(0.0715, grad_fn=<MeanBackward0>)
avg_reward 0.0788571875621083 loss tensor(0.0864, grad_fn=<MeanBackward0>)
avg_reward -0.07400457481508474 loss tensor(0.0818, grad_fn=<MeanBackward0>)
avg_reward 0.013952526912879942 loss tensor(0.0849, grad_fn=<MeanBackward0>)
avg_reward 0.015382386405329988 loss tensor(0.0745, grad_fn=<MeanBackward0>)
avg_reward -0.23643027251847343 loss tensor(0.1012, grad_fn=<MeanBackward0>)
avg_reward -0.12693796088363699 loss tensor(0.0905, grad_fn=<MeanBackward0>)
avg_reward -0.014310683778670263 loss tensor(0.0649, grad_fn=<MeanBackward0>)
avg_reward -0.08333432202137825 loss tensor(0.0801, grad_fn=<MeanBackward0>)
avg_reward 0.06406109831205786 loss tensor(0.0897, grad_fn=<MeanBackward0>)
avg_reward -0.13142266224296872 loss tensor(0.0763, grad_fn=<MeanBackward0>)
avg_reward 0.01644113633337466 loss tensor(0.0826, grad_fn=<MeanBackward0>)
avg_reward -0.04453923216698263 loss tensor(0.0689, grad_fn=<MeanBackward0>)
avg_reward -0.219924832573605 loss tensor(0.0834, grad_fn=<MeanBackward0>)
avg_reward -0.17447311249531275 loss tensor(0.0630, grad_fn=<MeanBackward0>)
avg_reward 0.19139256231684829 loss tensor(0.0865, grad_fn=<MeanBackward0>)
avg_reward 0.0568054976751953 loss tensor(0.0932, grad_fn=<MeanBackward0>)
avg_reward 0.14088158316477808 loss tensor(0.0915, grad_fn=<MeanBackward0>)
avg_reward -0.14825382180407223 loss tensor(0.0849, grad_fn=<MeanBackward0>)
avg_reward -0.06360663792930907 loss tensor(0.0871, grad_fn=<MeanBackward0>)
avg_reward 0.40596120414581693 loss tensor(0.0729, grad_fn=<MeanBackward0>)
avg_reward 0.029290096175320947 loss tensor(0.0999, grad_fn=<MeanBackward0>)
avg_reward 0.006143959909452709 loss tensor(0.0589, grad_fn=<MeanBackward0>)
avg_reward -0.128765004042531 loss tensor(0.0853, grad_fn=<MeanBackward0>)
avg_reward 0.21925356799751294 loss tensor(0.0980, grad_fn=<MeanBackward0>)
avg_reward -0.18962437229229373 loss tensor(0.0914, grad_fn=<MeanBackward0>)
avg_reward 0.12046361803942374 loss tensor(0.0927, grad_fn=<MeanBackward0>)
avg_reward -0.29692739695287557 loss tensor(0.0959, grad_fn=<MeanBackward0>)
avg_reward -0.13136301347625473 loss tensor(0.0845, grad_fn=<MeanBackward0>)
avg_reward 0.16858579875021992 loss tensor(0.1068, grad_fn=<MeanBackward0>)
avg_reward 0.07841882443788145 loss tensor(0.1023, grad_fn=<MeanBackward0>)
avg_reward 0.02285545921135977 loss tensor(0.1066, grad_fn=<MeanBackward0>)
avg_reward 0.07688059564334983 loss tensor(0.0732, grad_fn=<MeanBackward0>)
avg_reward -0.22852548410856635 loss tensor(0.0790, grad_fn=<MeanBackward0>)
avg_reward 0.2552068711117512 loss tensor(0.0805, grad_fn=<MeanBackward0>)
avg_reward 0.1720847798650908 loss tensor(0.0739, grad_fn=<MeanBackward0>)
avg_reward -0.16323947117102883 loss tensor(0.0895, grad_fn=<MeanBackward0>)
avg_reward 0.018895963872277013 loss tensor(0.0899, grad_fn=<MeanBackward0>)
avg_reward 0.048621840467294744 loss tensor(0.0632, grad_fn=<MeanBackward0>)
avg_reward -0.0057864866954086165 loss tensor(0.0625, grad_fn=<MeanBackward0>)
avg_reward 0.07571406712720716 loss tensor(0.1225, grad_fn=<MeanBackward0>)
avg_reward 0.06566361926507268 loss tensor(0.0710, grad_fn=<MeanBackward0>)
avg_reward -0.0744877996836881 loss tensor(0.0741, grad_fn=<MeanBackward0>)
avg_reward -0.005354790629965975 loss tensor(0.0807, grad_fn=<MeanBackward0>)
avg_reward 0.07123495693989967 loss tensor(0.0583, grad_fn=<MeanBackward0>)
avg_reward -0.19705301142020043 loss tensor(0.0924, grad_fn=<MeanBackward0>)
avg_reward -0.12509216814424243 loss tensor(0.0673, grad_fn=<MeanBackward0>)
avg_reward -0.11140042596284515 loss tensor(0.0789, grad_fn=<MeanBackward0>)
avg_reward 0.1546514909311711 loss tensor(0.0927, grad_fn=<MeanBackward0>)
avg_reward 0.2300897631853581 loss tensor(0.0717, grad_fn=<MeanBackward0>)
avg_reward -0.044569435536820017 loss tensor(0.0939, grad_fn=<MeanBackward0>)
avg_reward 0.17685267219385215 loss tensor(0.1047, grad_fn=<MeanBackward0>)
avg_reward 0.010113821444838599 loss tensor(0.0780, grad_fn=<MeanBackward0>)
avg_reward 0.4320161286835362 loss tensor(0.0934, grad_fn=<MeanBackward0>)
avg_reward -0.2928735383968103 loss tensor(0.0597, grad_fn=<MeanBackward0>)
avg_reward 0.015544705587250494 loss tensor(0.0584, grad_fn=<MeanBackward0>)
avg_reward 0.14754119896950654 loss tensor(0.0968, grad_fn=<MeanBackward0>)
avg_reward 0.23330059868388292 loss tensor(0.0731, grad_fn=<MeanBackward0>)
